IterationNumber           MSE              MAE              MAPE              R2              ExpVar              MLSE              MedAE             Model
1                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=0,max_depth=5,min_child_weight=1,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
2                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=0,max_depth=5,min_child_weight=4,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
3                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=0,max_depth=6,min_child_weight=1,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
4                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=0,max_depth=6,min_child_weight=4,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
5                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=10,max_depth=5,min_child_weight=1,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
6                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=10,max_depth=5,min_child_weight=4,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
7                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=10,max_depth=6,min_child_weight=1,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
8                   1.18109         0.83459         0.21604         0.28961          0.28986          0.04392          0.6063          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.3,max_delta_step=10,max_depth=6,min_child_weight=4,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[5.2657 5.2683 5.2636 4.7278 4.7233 4.731  4.136  4.1364 4.1355 5.6153   5.6376 5.5606 5.0739 5.0247 5.1491 4.5368 4.5368 4.5368 5.765  5.7744   5.757  5.2994 5.309  5.2809 4.7229 4.721  4.7262 5.6035 5.5894 5.6188   5.0971 5.1    5.0955 4.5124 4.5169 4.5059 5.4447 5.4396 5.4478 4.9273   4.9303 4.9298 4.3528 4.3564 4.3486 5.8455 5.8735 5.8242 5.2789 5.2814   5.278  4.7551 4.7547 4.7555 6.004  6.0483 5.9761 5.4398 5.452  5.4277   4.9383 4.9383 4.9383 5.7204 5.7241 5.7166 5.2231 5.2431 5.1998 4.5865   4.6161 4.5407 4.9709 4.9808 4.9549 4.3707 4.3685 4.374  3.8276 3.8868   3.807  5.3635 5.3598 5.3687 4.8066 4.8076 4.8055 4.2161 4.1953 4.2264   5.5413 5.5362 5.5455 4.9059 4.9092 4.9057 4.377  4.377  4.377  5.2868   5.3312 5.2085 4.7197 4.7314 4.7089 4.1825 4.1745 4.2054 4.2625 4.2582   4.2687 3.6434 3.6307 3.6518 3.1396 3.137  3.1419 4.7471 4.766  4.7135   3.9672 3.9672 3.9672 3.5221 3.4703 3.5237 4.7587 4.8051 4.7375 4.1352   4.1244 4.1498 3.6298 3.6171 3.6288 4.5771 4.6245 4.5476 3.9246 3.9211   3.9353 3.4243 3.3147 3.4745 4.5386 4.5178 4.5657 3.889  3.8985 3.8745   3.2579 3.2429 3.264  4.7881 4.7845 4.794  4.188  4.1877 4.1888 3.667   3.7102 3.6353 4.9656 4.9351 4.9973 4.3267 4.3279 4.3241 3.775  3.775   3.775  4.7928 4.7915 4.7949 3.9918 4.0801 3.8947 3.5883 3.5812 3.6379   4.0844 4.0907 4.0681 3.3653 3.3653 3.3653 2.9075 2.9302 2.8885 4.4056   4.4293 4.3764 3.6845 3.6971 3.677  3.1865 3.1654 3.2082 4.4804 4.5164   4.3865 3.759  3.7578 3.763  3.3396 3.3316 3.3487 4.2694 4.2945 4.2277   3.5583 3.5579 3.5736 3.0917 3.0585 3.1745]]
9                   1.4505         0.92961         0.22834         0.12756          0.18856          0.04997          0.75535          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.01,max_delta_step=0,max_depth=5,min_child_weight=1,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[4.6468 4.6475 4.6448 4.2777 4.2762 4.2808 4.0343 4.0345 4.0335 4.6864   4.6996 4.666  4.3235 4.3049 4.3349 4.088  4.088  4.088  4.6968 4.7013   4.6906 4.3698 4.375  4.3656 4.1423 4.14   4.1431 4.677  4.6712 4.6811   4.3159 4.3201 4.3182 4.0796 4.0842 4.0796 4.6558 4.6543 4.6585 4.3042   4.3043 4.3041 4.068  4.0693 4.0654 4.7125 4.7213 4.7007 4.3328 4.3334   4.3309 4.1179 4.1177 4.118  4.7531 4.7714 4.7479 4.3718 4.3762 4.3655   4.1618 4.1618 4.1618 4.6676 4.6691 4.6664 4.3216 4.3332 4.311  4.0564   4.074  4.0421 4.5773 4.5818 4.572  4.1858 4.1849 4.1871 3.9582 3.9789   3.9445 4.6183 4.6168 4.6197 4.2479 4.2481 4.2476 4.0019 3.9938 4.0082   4.6659 4.663  4.6672 4.2583 4.2591 4.2578 4.0298 4.0298 4.0298 4.5994   4.6256 4.576  4.227  4.2362 4.2277 4.0049 4.0012 4.0103 4.2984 4.2957   4.2996 3.9001 3.8936 3.9044 3.6904 3.6898 3.6911 4.3834 4.39   4.3748   3.9312 3.9312 3.9312 3.7406 3.7264 3.7537 4.3677 4.3864 4.353  3.9682   3.9601 3.9748 3.7486 3.744  3.7528 4.344  4.3663 4.3223 3.9343 3.9292   3.9426 3.7167 3.6803 3.7558 4.3602 4.3514 4.3661 3.9638 3.9685 3.9632   3.7183 3.7137 3.7246 4.3524 4.3511 4.3539 3.9825 3.9824 3.9826 3.7794   3.7964 3.7641 4.3911 4.3769 4.4037 4.0016 4.0023 4.0009 3.7779 3.7779   3.7779 4.3775 4.3771 4.3779 3.93   3.9682 3.8909 3.7573 3.7501 3.7706   4.2284 4.2304 4.2213 3.8408 3.8408 3.8408 3.6234 3.633  3.6117 4.2575   4.2647 4.2455 3.8722 3.8757 3.8643 3.6409 3.6301 3.6509 4.2577 4.2736   4.2317 3.888  3.8874 3.889  3.68   3.6777 3.6822 4.2174 4.2312 4.2002   3.8353 3.8322 3.8386 3.6024 3.585  3.6218]]
10                   1.4505         0.92961         0.22834         0.12756          0.18856          0.04997          0.75535          XGBRegressor(alpha=6,base_score=0.5,booster='gbtree',colsample_bylevel=0.1,colsample_bynode=0.1,colsample_bytree=0.1,enable_categorical=False,eta=0.1,gamma=0,gpu_id=-1,importance_type='gain',interaction_constraints='',learning_rate=0.01,max_delta_step=0,max_depth=5,min_child_weight=4,missing=nan,monotone_constraints='()',n_estimators=256,n_jobs=4,nthread=4,num_parallel_tree=1,predictor='auto',random_state=0,reg_alpha=0,reg_lambda=1,scale_pos_weight=1,seed=0,subsample=0.5,tree_method='exact',...)            [[4.6468 4.6475 4.6448 4.2777 4.2762 4.2808 4.0343 4.0345 4.0335 4.6864   4.6996 4.666  4.3235 4.3049 4.3349 4.088  4.088  4.088  4.6968 4.7013   4.6906 4.3698 4.375  4.3656 4.1423 4.14   4.1431 4.677  4.6712 4.6811   4.3159 4.3201 4.3182 4.0796 4.0842 4.0796 4.6558 4.6543 4.6585 4.3042   4.3043 4.3041 4.068  4.0693 4.0654 4.7125 4.7213 4.7007 4.3328 4.3334   4.3309 4.1179 4.1177 4.118  4.7531 4.7714 4.7479 4.3718 4.3762 4.3655   4.1618 4.1618 4.1618 4.6676 4.6691 4.6664 4.3216 4.3332 4.311  4.0564   4.074  4.0421 4.5773 4.5818 4.572  4.1858 4.1849 4.1871 3.9582 3.9789   3.9445 4.6183 4.6168 4.6197 4.2479 4.2481 4.2476 4.0019 3.9938 4.0082   4.6659 4.663  4.6672 4.2583 4.2591 4.2578 4.0298 4.0298 4.0298 4.5994   4.6256 4.576  4.227  4.2362 4.2277 4.0049 4.0012 4.0103 4.2984 4.2957   4.2996 3.9001 3.8936 3.9044 3.6904 3.6898 3.6911 4.3834 4.39   4.3748   3.9312 3.9312 3.9312 3.7406 3.7264 3.7537 4.3677 4.3864 4.353  3.9682   3.9601 3.9748 3.7486 3.744  3.7528 4.344  4.3663 4.3223 3.9343 3.9292   3.9426 3.7167 3.6803 3.7558 4.3602 4.3514 4.3661 3.9638 3.9685 3.9632   3.7183 3.7137 3.7246 4.3524 4.3511 4.3539 3.9825 3.9824 3.9826 3.7794   3.7964 3.7641 4.3911 4.3769 4.4037 4.0016 4.0023 4.0009 3.7779 3.7779   3.7779 4.3775 4.3771 4.3779 3.93   3.9682 3.8909 3.7573 3.7501 3.7706   4.2284 4.2304 4.2213 3.8408 3.8408 3.8408 3.6234 3.633  3.6117 4.2575   4.2647 4.2455 3.8722 3.8757 3.8643 3.6409 3.6301 3.6509 4.2577 4.2736   4.2317 3.888  3.8874 3.889  3.68   3.6777 3.6822 4.2174 4.2312 4.2002   3.8353 3.8322 3.8386 3.6024 3.585  3.6218]]
